productID,brandID,attribute1,attribute2,clickVolume,avgOriginalUnitPrice,avgFinalUnitPrice,ma14SalesVolume,weekday,meanAge,gender,meanEducation,maritalStatus,plus,meanPurchasePower,meanUserLevel,meanCityLevel,sales
6,24,3,100,2418,278.9756098,216.7682927,56.92857143,5,31.69491525,0.338983051,2.929824561,0.431034483,0.26984127,2.120689655,3.079365079,1.943396226,82
47,25,4,100,1723,79.9,59.23333333,49.28571429,6,30.65217391,0.217391304,2.928571429,0.604651163,0.191489362,2.302325581,2.446808511,2.093023256,48
6,24,3,100,1666,298,214.4107143,48.85714286,4,31.37037037,0.148148148,2.941176471,0.519230769,0.357142857,2.153846154,2.839285714,2.104166667,56
48,25,3,80,386,69.9,40.66470588,19.71428571,4,32.22222222,0.333333333,3.111111111,0.333333333,0.272727273,2.444444444,2.7,2.888888889,17
47,25,4,100,1419,79.9,58.70327869,66.21428571,4,31.02040816,0.183673469,2.978723404,0.425531915,0.218181818,2.468085106,2.490909091,2.042553191,61
28,18,3,60,218,119,87.8,5.071428571,5,35,0,2.75,0.75,0.4,2.25,2.8,2.25,5
51,33,3,70,648,169,110.9333333,10.42857143,6,28.36363636,0.181818182,3.272727273,0.636363636,0.214285714,2.181818182,4.357142857,1.909090909,15
30,16,4,100,2219,198,40.67427184,49.28571429,2,29.09589041,0.150684932,2.857142857,0.422535211,0.266666667,2.253521127,2.426666667,2.044117647,103
17,25,2,50,1096,94.9,81.65,14.57142857,4,30.76923077,0.615384615,2.692307692,0.384615385,0.133333333,2.307692308,1.866666667,1.636363636,16
30,16,4,100,619,198,55.6,70.14285714,6,26,0.4,3,0.4,0.2,2,2.4,2.25,5
65,24,3,100,1543,240,190.3571429,13.85714286,5,32.14285714,0.142857143,2.833333333,0.538461538,0,2.384615385,2.571428571,2.153846154,14
17,25,2,50,779,94.9,60.73333333,17.57142857,3,31,0.3,3.1,0.7,0.4,2.2,2.9,1.75,12
15,30,3,80,373,109,68.73333333,19.14285714,3,26.66666667,0.333333333,3,0.666666667,0.666666667,2,3.666666667,1.333333333,3
52,32,3,100,2049,245.21875,182.625,19.57142857,1,29.16666667,0.333333333,3.043478261,0.291666667,0.296296296,2.25,3.555555556,1.913043478,32
9,9,4,100,1019,170,101.7714286,45.28571429,2,32,0.35,3.315789474,0.789473684,0.25,2.052631579,3.1,1.9375,21
33,17,2,60,528,89,59.81594595,4.714285714,2,32.58333333,0.416666667,3,0.636363636,0.192307692,2.363636364,2.730769231,2.454545455,37
5,11,3,100,2006,167,135.7222222,15.57142857,3,38.44444444,0.148148148,2.80952381,0.652173913,0.083333333,2.4,2.083333333,2.541666667,36
67,9,4,100,636,148.8504,110.0464,220.3571429,1,39.64705882,0.058823529,3.333333333,0.823529412,0.368421053,2.25,3.578947368,2,25
46,8,2,60,5023,79.57741803,64.36020492,104.4285714,4,35.72972973,0.286486486,2.940828402,0.605714286,0.140909091,2.413793103,2.525114155,2.111111111,244
40,10,3,100,7785,76.06312796,66.89488152,104.7142857,3,29.11538462,0.301282051,2.842857143,0.351351351,0.186813187,2.292517007,3.027472527,2.356643357,211
60,15,3,90,2578,85,67.73636364,102.1428571,5,34.61176471,0.247058824,2.776119403,0.565789474,0.134615385,2.472972973,2.038461538,2.394366197,110
11,17,2,40,1705,66,31.89677419,23.21428571,3,32.83018868,0.452830189,3.04,0.529411765,0.192982456,2.42,2.631578947,2.872340426,62
73,32,3,100,620,180,130.8076923,13.5,5,30,0.111111111,2.941176471,0.555555556,0.157894737,2.388888889,2.315789474,2.352941176,26
24,10,3,100,2855,88.97037037,52.91851852,93.92857143,5,27.83561644,0.205479452,2.90625,0.476923077,0.1875,2.390625,2.425,2.640625,135
44,7,3,50,661,250,250,4.785714286,5,32.22222222,0.111111111,3.111111111,0.444444444,0.222222222,2.444444444,2.444444444,3.111111111,9
15,30,3,80,919,109,70.7,38.71428571,3,27.14285714,0,2.833333333,0.333333333,0.25,2.166666667,2.25,1.714285714,10
58,24,3,100,946,198,156.2592593,53.14285714,7,34.27272727,0.136363636,2.863636364,0.636363636,0.375,2.272727273,2.625,1.8,27
26,2,3,100,171,59,58.2,45.14285714,3,35.55555556,0.333333333,3.142857143,0.625,0.333333333,2.375,2.777777778,2,10
52,32,3,100,2995,250,173.7741935,66.21428571,3,29.16666667,0.25,3.170212766,0.444444444,0.387755102,2.181818182,3.06122449,2.083333333,62
63,22,3,100,2458,137.4444211,87.89094737,108.9285714,2,30.05970149,0.447761194,2.969230769,0.384615385,0.210526316,2.215384615,3.186666667,2.015873016,95
28,18,3,60,499,119,55.33333333,32,4,33.5,0.083333333,3.090909091,0.727272727,0.266666667,2.363636364,2.533333333,1.272727273,15
47,25,4,100,1212,79.9,75.63333333,60.28571429,7,30,0.285714286,2.857142857,0.214285714,0.066666667,2.214285714,2.466666667,1.846153846,15
6,24,3,100,1576,298,241.1333333,64,6,27.69230769,0.384615385,3.090909091,0.454545455,0.285714286,2.363636364,2.571428571,1.846153846,15
36,26,3,100,2908,318.7826087,165.0434783,40.85714286,4,32.52631579,0.131578947,3.142857143,0.722222222,0.239130435,2.285714286,3.2,2.108108108,46
16,4,3,100,4658,125.3333333,101.557971,103.2857143,4,31.12149533,0.317757009,3.15,0.572815534,0.338461538,2.188118812,3.392307692,2.178217822,138
27,25,3,60,1061,79.9,69.23333333,49.92857143,2,28.23529412,0.529411765,2.9375,0.4375,0.2,2.375,2.736842105,1.705882353,21
72,22,2,60,452,64.63770833,33.85854167,12.78571429,5,42.33333333,0.458333333,2.875,0.708333333,0.576923077,2.166666667,3.346153846,2.166666667,48
32,25,3,80,748,79.9,69.37826087,14.35714286,6,34.76190476,0.285714286,3.3,0.714285714,0.227272727,2.428571429,2.954545455,2.5,23
14,22,1,60,954,55,27.32367089,36.14285714,5,31.68,0.38,3.183673469,0.56,0.277777778,2.285714286,2.943396226,1.918367347,79
40,10,3,100,3597,78,58.77301587,261.6428571,4,29.21568627,0.176470588,2.8125,0.326530612,0.145454545,2.142857143,2.327272727,2.46,63
8,8,2,70,625,39,39,16.14285714,4,36.5,0,3,0.714285714,0.1,2.428571429,4.2,1.75,11
59,30,3,80,490,109,71.6,4.428571429,6,32.5,0.25,3,0.5,0.25,2.25,3,2,5
25,17,2,60,591,39.7,32.18571429,6.785714286,6,29.54545455,0.363636364,2.818181818,0.409090909,0.259259259,2.380952381,2.384615385,1.9,35
2,24,3,100,6322,297.6900585,235.9847953,365.7857143,4,31.62264151,0.327044025,3.181208054,0.536912752,0.383233533,2.100671141,2.987878788,2.245033113,171
57,17,2,60,1209,39.9,34.07021277,53.85714286,1,31.6,0.514285714,2.833333333,0.533333333,0.175,2.333333333,2.125,2.742857143,47
1,25,3,60,843,99.9,50.03157895,52.64285714,7,27.74193548,0.35483871,2.892857143,0.392857143,0.25,2.25,2.40625,2.035714286,38
7,2,3,50,1494,65,49.04136364,24,5,27.33333333,0.151515152,2.933333333,0.193548387,0.138888889,2.322580645,2.028571429,2.258064516,44
31,4,3,100,286,173.4444444,126.8888889,11.57142857,4,35,0.333333333,3.4,0.833333333,0.222222222,2.333333333,3.888888889,1.25,9
37,24,4,100,2264,148,128.35,52.14285714,1,30.45333333,0.226666667,3.197183099,0.465753425,0.307692308,2.125,2.74025974,2.04109589,80
28,18,3,60,227,114,89,11.14285714,3,35.5,0,2.5,0.25,0.166666667,2.75,3.333333333,1.5,6
57,17,2,60,699,39.9,30.93829787,38.64285714,4,32.17647059,0.441176471,2.818181818,0.515151515,0.263157895,2.272727273,2.868421053,2.6875,47
32,25,3,80,328,79.9,57.63333333,31.28571429,4,35.38461538,0.230769231,3.545454545,0.833333333,0.461538462,2.166666667,3.076923077,2.153846154,15
13,25,2,50,601,69.9,58.9,7.285714286,5,34,0.4,3,0.8,0.5,2,3,2.8,6
36,26,3,100,2270,328.8,162.7454545,38.78571429,4,33.40909091,0.181818182,3.268292683,0.5,0.382978723,2.333333333,3.063829787,1.88372093,55
7,2,3,50,394,65,48.76923077,34.28571429,5,28.75,0.375,3.25,0.625,0.666666667,2.125,3.375,2.142857143,13
5,11,3,100,1447,167,135.7619048,21.64285714,5,32.35294118,0.411764706,2.705882353,0.5,0.095238095,2.125,2.523809524,3,21
34,15,2,80,9620,59,47.89611111,82.57142857,2,32.5125,0.251572327,2.618705036,0.554794521,0.099502488,2.408450704,1.95,2.61589404,216
72,22,2,60,398,65,42.15,17.85714286,2,30.76923077,0.307692308,3.153846154,0.461538462,0.294117647,2.153846154,2.714285714,2.461538462,20
59,30,3,80,1271,109,53.23369565,93.07142857,4,32.72222222,0.142857143,3.058823529,0.714285714,0.243243243,2.257142857,2.432432432,2.25,46
3,9,3,100,179,170,136,35.28571429,1,45,0,3,1,0,2,3.5,2,2
58,24,3,100,1085,196.4615385,156.2307692,47.92857143,3,31.81818182,0.318181818,3.047619048,0.409090909,0.36,2.181818182,3.416666667,2.428571429,26
46,8,2,60,2144,80,64.40816327,93.14285714,3,38.91176471,0.161764706,2.938461538,0.615384615,0.0875,2.461538462,2.35443038,1.941176471,98
61,19,4,100,255,210,204.75,7.785714286,7,45,0,4,0.5,0.5,2.5,3.5,3,2
13,25,2,50,964,69.9,36.15875,23.71428571,4,28.37209302,0.465116279,3.025,0.333333333,0.377777778,2.230769231,2.555555556,2.076923077,80
29,15,3,80,2504,79,68.03571429,21.92857143,2,33.85714286,0.19047619,2.59375,0.575,0.076923077,2.447368421,2.096153846,2.675675676,56
43,22,2,60,1098,93.5,48.35517241,34.5,1,31.33333333,0.375,3.208333333,0.625,0.44,2.166666667,3.12,2.041666667,29
14,22,1,60,782,54.89754545,27.513,18.21428571,5,33.52380952,0.357142857,3.175,0.512195122,0.318181818,2.35,3.204545455,2.486486486,110
73,32,3,100,187,180,159.6,13.14285714,3,35,0.25,3.25,0.75,0.25,2,3.25,2,4
3,9,3,100,258,170,170,35,2,50,1,3,1,0,2,4,2,2
16,4,3,100,3754,127.6928099,106.1556198,159.2142857,4,31.1509434,0.226415094,3.112244898,0.598039216,0.299145299,2.23,3.068376068,2.048543689,121
29,15,3,80,515,79,66.66666667,19.71428571,4,29,0.1,2.777777778,0.333333333,0.181818182,2.444444444,2.181818182,3,12
59,30,3,80,2426,109,49.59897959,90.07142857,4,28.56,0.146666667,3.104477612,0.514705882,0.278481013,2.308823529,2.417721519,2.123287671,98
37,24,4,100,1861,148,117.4216028,48.92857143,2,33.69230769,0.282051282,3.135135135,0.473684211,0.25,2.289473684,4.267857143,2.135135135,287
24,10,3,100,2103,88.28684211,58.94671053,110.7142857,6,28.8372093,0.348837209,2.948717949,0.476190476,0.196078431,2.428571429,3.254901961,2.45,76
63,22,3,100,2704,138.7074797,63.65138211,148.8571429,3,31.37634409,0.408602151,3.280898876,0.588888889,0.494949495,2.112359551,3.131313131,2.081395349,123
1,25,3,60,361,94.92,76.932,17.78571429,7,30,0,3,1,0,2,3.75,3,5
35,2,4,100,3059,118,56.25535714,41.78571429,6,27.97058824,0.235294118,3.060606061,0.308823529,0.23943662,2.308823529,2.563380282,2.306451613,112
42,22,2,60,464,68.423125,37.16375,24.57142857,5,30.95238095,0.380952381,3.263157895,0.6,0.291666667,2.35,3.166666667,2.095238095,32
16,4,3,100,2644,128.648855,107.3992366,103.2857143,3,31.03333333,0.183333333,2.946428571,0.518518519,0.121212121,2.203703704,2.803030303,2.120689655,131
74,2,3,60,51,69,69,8.714285714,6,40,0,4,1,0,2,4,2,1
49,25,3,80,789,139.9,102.1333333,11.5,4,26.11111111,0.333333333,2.611111111,0.222222222,0.047619048,2.055555556,2.238095238,2.647058824,21
36,26,3,100,2885,315.7959184,164.877551,45.35714286,6,33.5,0.2,3.027777778,0.444444444,0.145833333,2.142857143,3.645833333,1.846153846,49
58,24,3,100,644,198,155.1176471,34.07142857,5,33.75,0.0625,3.2,0.4375,0.411764706,2.125,2.764705882,1.769230769,17
67,9,4,100,2945,148.4873684,84.16105263,10.5,2,32.72727273,0.181818182,3.363636364,0.545454545,0.285714286,2,3.357142857,3,19
4,25,3,70,877,128.46,105.2793333,93.5,7,31.25,0.375,3.25,0.625,0.428571429,2.125,5.285714286,2.375,15
6,24,3,100,2086,298,232.4666667,17.07142857,6,32.10810811,0.216216216,2.891891892,0.378378378,0.23255814,2.297297297,2.69047619,2.166666667,45
38,29,3,80,590,69,55.60157895,32.71428571,6,35.41176471,0.352941176,3,0.4375,0.111111111,2.285714286,2.166666667,2.411764706,19
63,22,3,100,2280,138.1913043,111.5671739,54.28571429,6,29.75,0.5,3,0.28125,0.153846154,2.258064516,2.871794872,1.965517241,46
26,2,3,100,138,59,45.2,13.42857143,4,30,0,4,1,1,2,4,4,2
49,25,3,80,504,139.9,72.73333333,41.5,1,30.90909091,0.090909091,3.363636364,0.545454545,0.333333333,2.454545455,3.25,2.090909091,12
75,24,3,100,3263,178,146.8347107,230.1428571,5,32.82857143,0.217391304,3.104477612,0.588235294,0.319444444,2.242424242,3.069444444,1.955223881,121
11,17,2,40,1726,66,32.14683544,14.92857143,2,30.65671642,0.53030303,2.75,0.380952381,0.146666667,2.241935484,2.310810811,2.587301587,79
67,9,4,100,1551,145.8942857,124.6067857,219.2142857,1,35.63636364,0.303030303,3.129032258,0.7,0.2,2.066666667,3.933333333,1.939393939,56
37,24,4,100,798,145.9473684,135,57.64285714,1,30.625,0.375,3.125,0.5,0.166666667,2.125,3.555555556,1.9375,19
17,25,2,50,1211,94.9,79.56666667,20.28571429,4,31.33333333,0.266666667,2.857142857,0.642857143,0.166666667,2.142857143,2.5,2.333333333,18
63,22,3,100,2869,138.8755853,72.8993311,135.5,5,30.69444444,0.416666667,3.188405797,0.537313433,0.379746835,2.134328358,2.923076923,2.142857143,299
65,24,3,100,819,240,191.4285714,8.928571429,2,35.53846154,0.076923077,3.181818182,0.538461538,0.307692308,2,2.769230769,1.538461538,14
41,25,2,50,2369,69.7,59.46,37.28571429,5,30.71111111,0.4,2.804878049,0.325581395,0.08,2.348837209,2.510204082,2.365853659,50
37,24,4,100,4991,147.7979798,127.240404,68.35714286,2,31.71764706,0.321428571,2.96,0.481481481,0.260416667,2.2625,2.705263158,2.074074074,99
6,24,3,100,2897,298,200.2491071,79.42857143,7,33.02222222,0.2,3,0.659090909,0.32,2.093023256,2.729166667,1.976190476,56
19,22,3,60,741,79,41.6125,38.21428571,4,34.71428571,0.107142857,3.192307692,0.730769231,0.233333333,2.423076923,2.566666667,2.115384615,32
71,11,2,70,2147,77.53623188,61.63768116,23.5,4,32.49056604,0.188679245,2.76,0.403846154,0.151515152,2.274509804,2.515151515,2.408163265,69
38,29,3,80,1367,69,48.47333333,54.71428571,6,20,0,2,0,0,3,1,5,3
61,19,4,100,560,210,175.79,16.07142857,4,34,0.3,3.2,0.8,0.3,2.1,3.3,2.8,10
34,15,2,80,5668,58.87179487,46.50108974,115.3571429,3,30.73786408,0.213592233,2.555555556,0.468085106,0.0625,2.510869565,1.972222222,2.741935484,156
21,33,4,100,484,162.9,94.33333333,7.357142857,6,32,0.2,3.2,0.4,0,2.2,3.2,2.5,6
6,24,3,100,2277,298,199.0461538,76,4,34.47272727,0.236363636,3.211538462,0.735849057,0.368421053,2.153846154,2.912280702,1.925925926,65
70,21,3,60,449,166,165.6666667,8.285714286,4,35.33333333,0.5,3.333333333,0.666666667,0.333333333,2.333333333,3.444444444,2.5,9
23,25,3,100,685,69.9,37.41020408,34.85714286,5,29.6875,0.28125,3.0625,0.40625,0.162162162,2.3125,2.594594595,2.366666667,49
50,8,3,100,1096,149,102.4165217,122.5,4,32.28571429,0.153846154,2.916666667,0.583333333,0.266666667,2,2.666666667,2.916666667,23
50,8,3,100,2714,148.7938144,79.10309278,187.2142857,4,31.9,0.35,2.964912281,0.483333333,0.246153846,2.283333333,2.738461538,2.644067797,97
42,22,2,60,910,69.95358491,39.88433962,66,4,30.90909091,0.159090909,3.146341463,0.575,0.270833333,2.225,2.645833333,2.045454545,53
36,26,3,100,2143,328.08,166.68,43.71428571,2,34,0.2,3.235294118,0.526315789,0.28,2.111111111,3,1.789473684,25
53,3,3,100,682,105,105,42.42857143,6,30,0.5,2.714285714,0.75,0.5,2.142857143,2.75,2.285714286,11
37,24,4,100,1056,148,118,103.0714286,5,39,0,3.2,0.9,0.1,2.3,3.1,1.777777778,11
39,14,3,100,120,79,79,5.714285714,1,30,0,2,0,0,3,1,3,1
5,11,3,100,1436,165.9310345,135,16.28571429,5,33.9047619,0.380952381,2.952380952,0.619047619,0.275862069,2.19047619,3.103448276,1.619047619,29
12,2,3,90,510,69,58.38095238,10.07142857,4,29.46666667,0.333333333,2.928571429,0.428571429,0.25,2.214285714,2.25,2.384615385,21
49,25,3,80,549,139.9,95.51538462,18.85714286,4,28.18181818,0.454545455,2.818181818,0.363636364,0.166666667,2.545454545,2.25,1.9,13
67,9,4,100,1286,150,116.8292727,226.3571429,3,35.52380952,0.19047619,3.025,0.525,0.29787234,2.205128205,2.446808511,2.230769231,55
31,4,3,100,1309,177.3870968,127.4193548,18.85714286,2,32.30769231,0.461538462,3.2,0.615384615,0.466666667,2.192307692,3.133333333,2.043478261,31
15,30,3,80,715,109,68.75714286,15,5,25.83333333,0.083333333,2.909090909,0.2,0.166666667,2.3,2.583333333,1.75,14
8,8,2,70,322,39,29.8125,12.21428571,7,32.66666667,0.333333333,2.75,0.666666667,0.230769231,2.090909091,2.538461538,1.916666667,16
11,17,2,40,365,66,32.2125,4.714285714,7,27.85714286,0.357142857,3.307692308,0.416666667,0.133333333,2.416666667,2.733333333,2.076923077,16
43,22,2,60,666,93.5,47.67142857,59.28571429,4,30.95238095,0.380952381,2.95,0.631578947,0.333333333,2.421052632,2.619047619,2.529411765,21
6,24,3,100,4528,297.1089109,201.3376238,73.14285714,4,32.83333333,0.25,3.153846154,0.516483516,0.32,2.177777778,2.96,1.868131868,101
36,26,3,100,2372,336,167.8333333,41.28571429,5,28.57142857,0.19047619,3.052631579,0.25,0.166666667,2.35,2.416666667,2.222222222,24
